timestamp,consumption,holiday,temperature,consumption_outlier
2015-12-10 07:45:00,2183.547505098628,_novalue_,11.375,False
2015-12-10 08:00:00,2246.822648866102,_novalue_,11.5,False
2015-12-10 08:15:00,2539.886472631246,_novalue_,11.475,False
2015-12-10 08:30:00,3239.798369918833,_novalue_,11.45,False
2015-12-10 08:45:00,3449.60542556888,_novalue_,11.425,False
2015-12-10 09:00:00,3282.536844217917,_novalue_,11.4,False
2015-12-10 09:15:00,3329.715679483139,_novalue_,11.8,False
2015-12-10 09:30:00,3733.233482280979,_novalue_,12.2,False
2015-12-10 09:45:00,3556.729133876972,_novalue_,12.6,False
2015-12-10 10:00:00,3343.0367623815546,_novalue_,13.0,False
2015-12-10 10:15:00,3607.7932849875647,_novalue_,13.2,False
2015-12-10 10:30:00,3394.100913492148,_novalue_,13.4,False
2015-12-10 10:45:00,3439.0595682743005,_novalue_,13.6,False
2015-12-10 11:00:00,3646.09139832051,_novalue_,13.8,False
2015-12-10 11:15:00,3335.266130690812,_novalue_,13.95,False
2015-12-10 11:30:00,3402.426590303657,_novalue_,14.1,False
2015-12-10 11:45:00,3372.4541537822224,_novalue_,14.25,False
2015-12-10 12:00:00,3358.5780257630395,_novalue_,14.4,False
2015-12-10 12:15:00,3349.142258709995,_novalue_,14.475,False
2015-12-10 12:30:00,3715.472038416425,_novalue_,14.55,False
2015-12-10 12:45:00,3672.733564117341,_novalue_,14.624999999999998,False
2015-12-10 13:00:00,3347.4771233476927,_novalue_,14.7,False
2015-12-10 13:15:00,3687.719782378059,_novalue_,14.8,False
2015-12-10 13:30:00,3441.834793878137,_novalue_,14.9,False
2015-12-10 13:45:00,3279.206573493313,_novalue_,15.0,False
2015-12-10 14:00:00,3741.004113971722,_novalue_,15.1,False
2015-12-10 14:15:00,3782.077452908503,_novalue_,15.1,False
2015-12-10 14:30:00,3103.2572702100733,_novalue_,15.1,False
2015-12-10 14:45:00,3233.137828469625,_novalue_,15.1,False
2015-12-10 15:00:00,3136.5599774561133,_novalue_,15.1,False
2015-12-10 15:15:00,3374.1192891445244,_novalue_,14.825,False
2015-12-10 15:30:00,3586.701570398407,_novalue_,14.55,False
2015-12-10 15:45:00,3283.646934459452,_novalue_,14.275,False
2015-12-10 16:00:00,3194.8397151366808,_novalue_,14.0,False
2015-12-10 16:15:00,3256.449723541853,_novalue_,13.7,False
2015-12-10 16:30:00,3742.114204213256,_novalue_,13.4,False
2015-12-10 16:45:00,4203.356699570897,_novalue_,13.1,False
2015-12-10 17:00:00,4359.879423627281,_novalue_,12.8,False
2015-12-10 17:15:00,4533.608546427451,_novalue_,12.6,False
2015-12-10 17:30:00,3989.66432807548,_novalue_,12.4,False
2015-12-10 17:45:00,4156.177864305675,_novalue_,12.2,False
2015-12-10 18:00:00,3920.283687979565,_novalue_,12.0,False
2015-12-10 18:15:00,4191.700752034782,_novalue_,11.75,False
2015-12-10 18:30:00,4317.6959944489645,_novalue_,11.5,False
2015-12-10 18:45:00,4257.196076285327,_novalue_,11.25,False
2015-12-10 19:00:00,4060.155058412929,_novalue_,11.0,False
2015-12-10 19:15:00,4215.012647107011,_novalue_,10.575,False
2015-12-10 19:30:00,4179.489759377902,_novalue_,10.15,False
2015-12-10 19:45:00,3832.0315137775615,_novalue_,9.725,False
2015-12-10 20:00:00,3569.49517165462,_novalue_,9.3,False
2015-12-10 20:15:00,3189.289263929008,_novalue_,9.05,False
2015-12-10 20:30:00,2595.946029828745,_novalue_,8.8,False
2015-12-10 20:45:00,2207.96949041239,_novalue_,8.55,False
2015-12-10 21:00:00,2100.845782104297,_novalue_,8.3,False
2015-12-10 21:15:00,2189.097956306301,_novalue_,8.05,False
